OBJECTID,COLDETKEY,ST_AGE,ST_CONTRBCIR1_DESC,ST_INJRY_CLSS_DESC,ST_PARTCPNT_TYPE_DESC,ST_PED_ACT_DESC,ST_PED_WAS_USING_DESC,Incident Date,Report Number,x,y
225301451,381570,,None,,Motor vehicle driver,,,3/13/2025,EF74681,-122.3168598,47.61468816
225301453,380868,31,Unknown Distraction,Serious Injury,Pedestrian,Crossing at Intersection - No Signal,Unmarked Crosswalk,2/21/2025,EF68058,-122.3018245,47.58315094
225301455,381965,,None,Unknown,Motor vehicle driver,,,3/23/2025,EF77637,-122.346004,47.70053427
225301463,382940,31,None,No Injury,Motor vehicle driver,,,5/1/2025,3929160,-122.3983243,47.64217856
225301464,384463,55,Apparently Ill,No Injury,Motor vehicle driver,,,7/16/2025,EG12089,-122.3251309,47.66078168
225301465,382940,11,Failure to Use Xwalk,Non Serious Injury (Evident Injury),Pedestrian,Crossing -  Non Intersection - No Crosswalk,Roadway,5/1/2025,3929160,-122.3983243,47.64217856
225301466,384463,69,None,Possible Injury,Motor vehicle driver,,,7/16/2025,EG12089,-122.3251309,47.66078168
225301467,385641,20,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,8/3/2025,3924602,-122.364951,47.62823772
225301469,384463,49,None,No Injury,Motor vehicle driver,,,7/16/2025,EG12089,-122.3251309,47.66078168
225301471,385641,38,None,No Injury,Motor vehicle driver,,,8/3/2025,3924602,-122.364951,47.62823772
225301472,385837,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,4/29/2025,EF87999,-122.3876022,47.66982679
225301473,379788,50,Improper Turn/Merge,Serious Injury,Motor vehicle driver,,,1/6/2025,3930351,-122.3473092,47.64717817
225301474,385641,20,,No Injury,Motor vehicle passenger,,,8/3/2025,3924602,-122.364951,47.62823772
225301477,379788,42,None,No Injury,Motor vehicle driver,,,1/6/2025,3930351,-122.3473092,47.64717817
225301480,382936,20,Under the Influence of Drugs,Non Serious Injury (Evident Injury),Motor vehicle driver,,,4/26/2025,3881707,-122.4023323,47.55904055
225301485,382936,,,,Motor vehicle driver,,,4/26/2025,3881707,-122.4023323,47.55904055
225301487,380461,0,Unknown Distraction,Unknown,Motor vehicle driver,,,1/23/2025,EF59044,-122.3749909,47.67595432
225301489,380461,,None,,Motor vehicle driver,,,1/23/2025,EF59044,-122.3749909,47.67595432
225301490,385455,24,Unknown Distraction,No Injury,Motor vehicle driver,,,6/24/2025,EG05560,-122.2822611,47.61178203
225301492,382936,,,,Motor vehicle driver,,,4/26/2025,3881707,-122.4023323,47.55904055
225301494,385455,40,None,No Injury,Motor vehicle driver,,,6/24/2025,EG05560,-122.2822611,47.61178203
225301496,383836,,Following Too Closely,Unknown,Motor vehicle driver,,,6/16/2025,3926061,-122.3879714,47.54475175
225301497,380675,43,Unknown Distraction,Possible Injury,Motor vehicle driver,,,1/16/2025,3928396,-122.3554884,47.70781074
225301498,380865,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,2/13/2025,EF65691,-122.3029585,47.63953894
225301499,383836,32,None,No Injury,Pedal cycle driver,Riding With Traffic,Roadway,6/16/2025,3926061,-122.3879714,47.54475175
225301500,381043,40,Lost in Thought/Day Dreaming,No Injury,Motor vehicle driver,,,2/21/2025,EF67949,-122.2687908,47.53698622
225301501,381043,23,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,2/21/2025,EF67949,-122.2687908,47.53698622
225301504,381358,72,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,2/25/2025,3925743,-122.3120177,47.71941365
225301506,380865,,,,Motor vehicle driver,,,2/13/2025,EF65691,-122.3029585,47.63953894
225301507,381358,55,None,No Injury,Motor vehicle driver,,,2/25/2025,3925743,-122.3120177,47.71941365
225301510,380865,,,,Motor vehicle driver,,,2/13/2025,EF65691,-122.3029585,47.63953894
225301512,381362,34,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,3/9/2025,3930284,-122.3555163,47.71144125
225301514,381362,,None,,Motor vehicle driver,,,3/9/2025,3930284,-122.3555163,47.71144125
225301516,381358,30,None,Possible Injury,Motor vehicle driver,,,2/25/2025,3925743,-122.3120177,47.71941365
225301517,381362,,None,,Motor vehicle driver,,,3/9/2025,3930284,-122.3555163,47.71144125
225301520,381358,43,None,No Injury,Motor vehicle driver,,,2/25/2025,3925743,-122.3120177,47.71941365
225301521,381771,,Improper Turn/Merge,Unknown,Motor vehicle driver,,,2/12/2025,3929899,-122.3135374,47.61865977
225301527,381771,,None,,Motor vehicle driver,,,2/12/2025,3929899,-122.3135374,47.61865977
225301529,384079,26,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,7/3/2025,3930463,-122.3179274,47.66312684
225301530,384755,42,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,1/17/2025,EF60976,-122.3121513,47.65598105
225301531,382578,,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,4/26/2025,3929157,-122.3457006,47.63935991
225301533,384079,23,,No Injury,Motor vehicle driver,,,7/3/2025,3930463,-122.3179274,47.66312684
225301534,384755,44,None,No Injury,Motor vehicle driver,,,1/17/2025,EF60976,-122.3121513,47.65598105
225301535,380858,25,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,2/13/2025,EF65630,-122.3406978,47.61345257
225301540,382349,,Improper Turn/Merge,Unknown,Motor vehicle driver,,,4/5/2025,3922865,-122.3009529,47.58200953
225301542,382349,58,None,No Injury,Motor vehicle driver,,,4/5/2025,3922865,-122.3009529,47.58200953
225301544,382349,32,,No Injury,Motor vehicle passenger,,,4/5/2025,3922865,-122.3009529,47.58200953
225301546,382349,,,No Injury,Motor vehicle passenger,,,4/5/2025,3922865,-122.3009529,47.58200953
225301547,384482,69,Unknown Distraction,No Injury,Motor vehicle driver,,,7/19/2025,EG11763,-122.3447995,47.61294348
225301548,382344,68,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,4/10/2025,3931906,-122.3200904,47.63783182
225301549,384482,38,None,Possible Injury,Pedestrian,Not in Roadway,Sidewalk,7/19/2025,EG11763,-122.3447995,47.61294348
225301550,382344,17,None,No Injury,Motor vehicle driver,,,4/10/2025,3931906,-122.3200904,47.63783182
225301552,384486,,Exceeding Reasonable and Safe Speed,Unknown,Motor vehicle driver,,,7/14/2025,EG11837,-122.3022512,47.60032681
225301553,380858,48,None,No Injury,Motor vehicle driver,,,2/13/2025,EF65630,-122.3406978,47.61345257
225301554,381538,,Under the Influence of Alcohol,Unknown,Motor vehicle driver,,,2/21/2025,3931945,-122.3342121,47.58717322
225301555,380858,30,,No Injury,Motor vehicle driver,,,2/13/2025,EF65630,-122.3406978,47.61345257
225301557,381538,54,None,Possible Injury,Motor vehicle driver,,,2/21/2025,3931945,-122.3342121,47.58717322
225301558,384486,64,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,7/14/2025,EG11837,-122.3022512,47.60032681
225301560,382344,59,,No Injury,Motor vehicle driver,,,4/10/2025,3931906,-122.3200904,47.63783182
225301561,381313,20,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,2/27/2025,EF70342,-122.3089454,47.66306639
225301562,384747,34,Unknown Distraction,No Injury,Motor vehicle driver,,,6/13/2025,EG01825,-122.310154,47.61761689
225301564,382344,22,,Unknown,Motor vehicle passenger,,,4/10/2025,3931906,-122.3200904,47.63783182
225301565,381313,81,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,2/27/2025,EF70342,-122.3089454,47.66306639
225301567,384747,24,None,No Injury,Motor vehicle driver,,,6/13/2025,EG01825,-122.310154,47.61761689
225301569,384740,,Unknown Distraction,,Motor vehicle driver,,,6/9/2025,EG01259,-122.2707084,47.52331391
225301570,381313,,None,,Motor vehicle driver,,,2/27/2025,EF70342,-122.3089454,47.66306639
225301571,384740,40,None,No Injury,Motor vehicle driver,,,6/9/2025,EG01259,-122.2707084,47.52331391
225301573,381966,62,None,No Injury,Motor vehicle driver,,,3/18/2025,EF77942,-122.3325966,47.60573557
225301574,384747,23,,No Injury,Motor vehicle passenger,,,6/13/2025,EG01825,-122.310154,47.61761689
225301575,382101,,Following Too Closely,Unknown,Motor vehicle driver,,,3/23/2025,3931636,-122.2767553,47.54743736
225301576,383816,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,5/31/2025,EF96986,-122.3134905,47.61292026
225301577,381966,24,None,No Injury,Motor vehicle driver,,,3/18/2025,EF77942,-122.3325966,47.60573557
225301578,382101,52,None,No Injury,Motor vehicle driver,,,3/23/2025,3931636,-122.2767553,47.54743736
225301579,383816,,None,,Motor vehicle driver,,,5/31/2025,EF96986,-122.3134905,47.61292026
225301580,381742,70,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,3/24/2025,3925744,-122.3168941,47.70856052
225301581,383816,,None,,Motor vehicle driver,,,5/31/2025,EF96986,-122.3134905,47.61292026
225301582,384476,,Operating Reckless or Aggressively,Unknown,Motor vehicle driver,,,7/19/2025,EG11682,-122.325677,47.6576989
225301583,381742,17,None,Serious Injury,Motor vehicle driver,,,3/24/2025,3925744,-122.3168941,47.70856052
225301584,384037,63,Did not Grant Right of Way to Non Motorist,No Injury,Motor vehicle driver,,,5/29/2025,EF96996,-122.3462632,47.62672002
225301585,380655,,Disregard Traffic Sign or Signal,Unknown,Motor vehicle driver,,,1/18/2025,3930717,-122.3289279,47.6134715
225301586,384476,,None,,Motor vehicle driver,,,7/19/2025,EG11682,-122.325677,47.6576989
225301587,381742,47,,Possible Injury,Motor vehicle passenger,,,3/24/2025,3925744,-122.3168941,47.70856052
225301588,384037,28,None,Serious Injury,Pedestrian,All Other Actions,Sidewalk,5/29/2025,EF96996,-122.3462632,47.62672002
225301589,380655,70,None,No Injury,Motor vehicle driver,,,1/18/2025,3930717,-122.3289279,47.6134715
225301590,384476,,None,,Motor vehicle driver,,,7/19/2025,EG11682,-122.325677,47.6576989
225301592,380112,53,Improper Passing,No Injury,Motor vehicle driver,,,1/13/2025,3928394,-122.3256582,47.66135243
225301596,380112,39,Did not Grant Right of Way to Vehicle,Unknown,Motor vehicle driver,,,1/13/2025,3928394,-122.3256582,47.66135243
225301597,382354,,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,4/8/2025,3930052,-122.305493,47.6680026
225301598,382116,28,Under the Influence of Alcohol,Non Serious Injury (Evident Injury),Motor vehicle driver,,,2/13/2025,3926255,-122.3398048,47.51791109
225301599,385664,29,Other/Contributing Circ. Not Listed,Non Serious Injury (Evident Injury),Motor vehicle driver,,,4/17/2025,EF86802,-122.3168969,47.61702071
225301600,381961,26,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,3/27/2025,EF78189,-122.3313285,47.70865161
225301601,382354,39,Did not Grant Right of Way to Vehicle,Non Serious Injury (Evident Injury),Motor vehicle driver,,,4/8/2025,3930052,-122.305493,47.6680026
225301602,381719,21,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,2/16/2025,3930957,-122.2901687,47.55867266
225301603,385664,36,None,No Injury,Motor vehicle driver,,,4/17/2025,EF86802,-122.3168969,47.61702071
225301604,381961,35,None,No Injury,Motor vehicle driver,,,3/27/2025,EF78189,-122.3313285,47.70865161
225301605,381719,38,None,No Injury,Motor vehicle driver,,,2/16/2025,3930957,-122.2901687,47.55867266
225301606,380136,,Operating Reckless or Aggressively,Unknown,Motor vehicle driver,,,1/20/2025,3916217,-122.3802635,47.55659503
225301608,381719,,None,,Motor vehicle driver,,,2/16/2025,3930957,-122.2901687,47.55867266
225301609,382354,,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,4/8/2025,3930052,-122.305493,47.6680026
225301611,380136,32,Unknown Distraction,No Injury,Motor vehicle driver,,,1/20/2025,3916217,-122.3802635,47.55659503
225301612,381719,,None,,Motor vehicle driver,,,2/16/2025,3930957,-122.2901687,47.55867266
225301615,380136,,None,,Motor vehicle driver,,,1/20/2025,3916217,-122.3802635,47.55659503
225301616,384924,23,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,7/13/2025,3924577,-122.3359906,47.60776885
225301618,380107,47,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,1/3/2025,3924360,-122.3266988,47.59240235
225301619,384924,35,None,Possible Injury,Motor vehicle driver,,,7/13/2025,3924577,-122.3359906,47.60776885
225301621,380107,45,None,No Injury,Motor vehicle driver,,,1/3/2025,3924360,-122.3266988,47.59240235
225301622,383202,21,Exceeding Reasonable and Safe Speed,No Injury,Motor vehicle driver,,,5/17/2025,EF92410,-122.2790662,47.52376202
225301623,385118,35,Unknown Distraction,No Injury,Motor vehicle driver,,,4/7/2025,EF80673,-122.3340158,47.70912226
225301624,384924,,,No Injury,Motor vehicle passenger,,,7/13/2025,3924577,-122.3359906,47.60776885
225301625,381952,57,Distractions Outiside Vehicle,No Injury,Motor vehicle driver,,,3/18/2025,EF75231,-122.3683718,47.62659019
225301626,383202,55,None,Possible Injury,Motor vehicle driver,,,5/17/2025,EF92410,-122.2790662,47.52376202
225301627,385118,67,None,No Injury,Motor vehicle driver,,,4/7/2025,EF80673,-122.3340158,47.70912226
225301629,381952,36,Distractions Outiside Vehicle,No Injury,Motor vehicle driver,,,3/18/2025,EF75231,-122.3683718,47.62659019
225301630,384092,45,Following Too Closely,No Injury,Motor vehicle driver,,,3/27/2025,3931814,-122.3295629,47.55377675
225301632,384929,22,Under the Influence of Alcohol,Non Serious Injury (Evident Injury),Motor vehicle driver,,,7/27/2025,3937245,-122.3134905,47.61292026
225301633,380677,17,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,2/5/2025,3928400,-122.3467653,47.67283566
225301634,384929,,None,,Motor vehicle driver,,,7/27/2025,3937245,-122.3134905,47.61292026
225301635,383202,73,None,Possible Injury,Motor vehicle driver,,,5/17/2025,EF92410,-122.2790662,47.52376202
225301637,384092,24,None,No Injury,Motor vehicle driver,,,3/27/2025,3931814,-122.3295629,47.55377675
225301638,384929,,None,,Motor vehicle driver,,,7/27/2025,3937245,-122.3134905,47.61292026
225301639,383202,34,None,No Injury,Motor vehicle driver,,,5/17/2025,EF92410,-122.2790662,47.52376202
225301641,384092,31,,No Injury,Motor vehicle passenger,,,3/27/2025,3931814,-122.3295629,47.55377675
225301642,383202,29,,No Injury,Motor vehicle passenger,,,5/17/2025,EF92410,-122.2790662,47.52376202
225301645,383202,31,,No Injury,Motor vehicle passenger,,,5/17/2025,EF92410,-122.2790662,47.52376202
225301649,383275,35,Following Too Closely,No Injury,Motor vehicle driver,,,5/21/2025,3890661,-122.3368983,47.72321458
225301652,384923,32,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,8/8/2025,3937383,-122.3362356,47.5519226
225301653,383275,56,None,Possible Injury,Motor vehicle driver,,,5/21/2025,3890661,-122.3368983,47.72321458
225301655,384923,46,None,No Injury,Motor vehicle driver,,,8/8/2025,3937383,-122.3362356,47.5519226
225301658,384923,16,,No Injury,Motor vehicle passenger,,,8/8/2025,3937383,-122.3362356,47.5519226
225301659,383837,31,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,6/17/2025,3926062,-122.3761534,47.51927896
225301662,381940,28,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,3/30/2025,EF78635,-122.3304619,47.54511484
225301663,383837,,None,,Motor vehicle driver,,,6/17/2025,3926062,-122.3761534,47.51927896
225301665,379975,39,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,12/31/2024,3925736,-122.3499235,47.6894792
225301666,381940,37,None,No Injury,Motor vehicle driver,,,3/30/2025,EF78635,-122.3304619,47.54511484
225301668,381573,19,Under the Influence of Drugs,No Injury,Motor vehicle driver,,,2/23/2025,3838033,-122.3001336,47.61226067
225301669,381940,26,,No Injury,Motor vehicle passenger,,,3/30/2025,EF78635,-122.3304619,47.54511484
225301670,381573,,None,,Motor vehicle driver,,,2/23/2025,3838033,-122.3001336,47.61226067
225301672,385670,,Disregard Traffic Sign or Signal,Unknown,Motor vehicle driver,,,3/26/2025,EF91290,-122.2758125,47.66830226
225301673,382299,35,Unknown Distraction,No Injury,Motor vehicle driver,,,4/12/2025,EF83319,-122.3974042,47.66131503
225301674,381573,,None,,Motor vehicle driver,,,2/23/2025,3838033,-122.3001336,47.61226067
225301675,382140,61,Following Too Closely,No Injury,Motor vehicle driver,,,2/28/2025,3926308,-122.3620306,47.57016428
225301676,385670,20,None,No Injury,Motor vehicle driver,,,3/26/2025,EF91290,-122.2758125,47.66830226
225301677,382299,33,,No Injury,Motor vehicle passenger,,,4/12/2025,EF83319,-122.3974042,47.66131503
225301678,381573,19,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,2/23/2025,3838033,-122.3001336,47.61226067
225301679,382140,45,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,2/28/2025,3926308,-122.3620306,47.57016428
225301680,382140,52,,No Injury,Motor vehicle passenger,,,2/28/2025,3926308,-122.3620306,47.57016428
225301681,382299,2,,No Injury,Motor vehicle passenger,,,4/12/2025,EF83319,-122.3974042,47.66131503
225301683,380151,34,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,1/19/2025,3930341,-122.3437089,47.73231589
225301685,380151,,,,Motor vehicle driver,,,1/19/2025,3930341,-122.3437089,47.73231589
225301686,381967,,Other/Contributing Circ. Not Listed,,Motor vehicle driver,,,3/29/2025,EF78630,-122.2820716,47.51990865
225301689,383835,34,None,No Injury,Motor vehicle driver,,,6/17/2025,3924431,-122.3320771,47.60348957
225301690,381584,29,Unknown Distraction,No Injury,Motor vehicle driver,,,3/9/2025,3931633,-122.2852573,47.55825789
225301694,381584,18,None,No Injury,Motor vehicle driver,,,3/9/2025,3931633,-122.2852573,47.55825789
225301697,383835,,,Unknown,Pedal cycle driver,All Other Actions,,6/17/2025,3924431,-122.3320771,47.60348957
225301701,384917,,Under the Influence of Alcohol,Unknown,Motor vehicle driver,,,8/12/2025,3937261,-122.3357386,47.70504462
225301703,381592,45,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,3/15/2025,3926275,-122.3854729,47.56107752
225301705,384917,32,None,No Injury,Motor vehicle driver,,,8/12/2025,3937261,-122.3357386,47.70504462
225301706,381592,24,Other/Contributing Circ. Not Listed,Possible Injury,Motor vehicle driver,,,3/15/2025,3926275,-122.3854729,47.56107752
225301709,382100,37,Exceeding Reasonable and Safe Speed,Non Serious Injury (Evident Injury),Motor vehicle driver,,,3/18/2025,3908242,-122.3911102,47.51447549
